id	hash	time	median_time	size	stripped_size	weight	version	version_hex	version_bits	merkle_root	nonce	bits	difficulty	chainwork	coinbase_data_hex	transaction_count	witness_count	input_count	output_count	input_total	input_total_usd	output_total	output_total_usd	fee_total	fee_total_usd	fee_per_kb	fee_per_kb_usd	fee_per_kwu	fee_per_kwu_usd	cdd_total	generation	generation_usd	reward	reward_usd	guessed_miner
854139	000000000000000000006da8ce8367610c29678508023a3fe2abe5e1636addc8	2024-07-27 05:41:39	2024-07-27 04:55:29	1687298	768764	3993590	536903680	20008000	100000000000001000000000000000	068286c8089fc5ef6544f6f169108e5bc13c3de4a0c52676ad9cd87dbe46a2fe	1011138861	386100794	82047728459933	000000000000000000000000000000000000000085a8fa21af802c3280cbef20	037b080d1362696e616e63652f38323204013102cee5faf0fabe6d6db2bb1b92e914cf08c1a9fc55a6bb54d39c020861e0efe03bfd6e5e220a70f7b51000000000000000000074e09762170000000000	3739	3685	7776	11069	93749721482	63642936	94062221482	63855080	5352838	3633.8276	3173.314	2.154	1340.951	0.9104	5746.8237886055	312500000	212143.75	317852838	215777.5781	Binance
854140	00000000000000000000d0b97083bdef656f54253509791ec7374bfed9d6aac8	2024-07-27 05:54:59	2024-07-27 05:04:40	1745421	749131	3992814	783360000	2eb12000	101110101100010010000000000000	2362910abd7595291b92fff519916f7f121730fa13fbbe2f67c181d8c65b368a	3112216092	386100794	82047728459933	000000000000000000000000000000000000000085a944c133d5512466520e80	037c080d04b38ba4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f1bcb97c72d26010000000000	2637	2553	8579	8609	313720764722	212972480	314033264722	213184624	5930861	4026.2244	3398.6165	2.3074	1485.8496	1.0088	21169.929700101	312500000	212143.75	318430861	216169.9688	Foundry USA Pool
854141	000000000000000000022539c648fb9a553d688457fe24a397723338b27aaaf4	2024-07-27 06:14:47	2024-07-27 05:16:14	1601228	797340	3993248	827908096	3158e000	110001010110001110000000000000	6a3ad87b58c0b7c515267df740f7fc7c2ab1fff32537f98a0d0c1b4b323c36c9	2021370230	386100794	82047728459933	000000000000000000000000000000000000000085a98f60b82a76164bd82de0	037d080d045790a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f0c5ff9e400000719c9020000	4147	4003	7090	11652	2650447348456	1799282688	2650759848456	1799494784	7958668	5402.8213	4971.408	3.3746	1993.6562	1.3536	53253.30974659	312500000	212143.75	320458668	217546.5781	Foundry USA Pool
854142	00000000000000000001c8cd1adaa1563176f235769cea4f8c563fb1743b21f1	2024-07-27 06:28:22	2024-07-27 05:25:27	1686450	768930	3993240	805502976	30030000	110000000000110000000000000000	4cf4b835e2d5e12d799fb8e8b7e733306955246677f4a43d134507b53659ceed	591733351	386100794	82047728459933	000000000000000000000000000000000000000085a9da003c7f9b08315e4d40	037e080d048693a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f3aad8b788e3af90000000000	3870	3767	6411	11031	349663646523	237372656	349976146523	237584800	7636209	5183.917	4528.891	3.0746	1912.8838	1.2987	55856.759363652	312500000	212143.75	320136209	217327.6719	Foundry USA Pool
854143	0000000000000000000035fa23a6b7d0973fc987be6d09ac6c606a36609f079c	2024-07-27 06:48:11	2024-07-27 05:34:10	1569031	808023	3993100	632168448	25ae2000	100101101011100010000000000000	087bfa7167daba4a35ea64d9dd3dd039348e189525de7ab2495e4f5d39e683ee	2301399067	386100794	82047728459933	000000000000000000000000000000000000000085aa249fc0d4bffa16e46ca0	037f080d041198a4662f4d41524120506f6f6c202876303331393234292f98e950ab869be201eda7354a60f4071b121c994ba40000000000ffffffff	3309	3127	6980	8724	332602679057	225790656	332915179057	226002800	7897874	5361.5508	5034.5977	3.4181	1978.4432	1.3428	182021.95294647	312500000	212143.75	320397874	217505.2969	MaraPool
854144	00000000000000000000e2a610d8f40206aa6edba195be271ce8b0b5d0f0e71a	2024-07-27 07:06:19	2024-07-27 05:41:39	1662241	776995	3993226	838860800	32000000	110010000000000000000000000000	206281bef348926ef2db72ba0ebcee6b0a0af0b24e6004dc512d02be7627c89d	665292528	386100794	82047728459933	000000000000000000000000000000000000000085aa6f3f4529e4ebfc6a8c00	0380080d182f5669614254432f4d696e6564206279206d696b6530392f2cfabe6d6d0e83f902f5b04247b12d26fc5ee6d838c44f632f632751f79d6a06ac8155f3481000000000000000129888a8c67769d67293564d782b7a1db6470000000000	3696	3542	8110	9428	300375533641	203912928	300688033641	204125072	7544569	5121.7061	4539.886	3.082	1890.048	1.283	40868.980870258	312500000	212143.75	320044569	217265.4531	ViaBTC
854145	00000000000000000003282d543f743992dc7a3fc689e014717dd046be26e14e	2024-07-27 07:22:19	2024-07-27 05:54:59	1672140	773733	3993339	537321472	2006e000	100000000001101110000000000000	8d39b7d53bcde3f9db3bc9a8a7cc8a96aee0b9d5b30aaedd705c6486532c4d0a	2317257036	386100794	82047728459933	000000000000000000000000000000000000000085aab9dec97f09dde1f0ab60	0381080d162f5669614254432f4d696e656420627920736b6d342f2cfabe6d6df7e69cc342ac50be1c646b939e1b8276796a9772f3729e17b322c4ba3e056c2a100000000000000010ca88b004fbd78bbdebaeca959c63010000000000	3376	3222	8465	9119	203865188244	138395920	204177688244	138608064	7515578	5102.0254	4495.6514	3.0522	1882.7245	1.2783	12307.728471369	312500000	212143.75	320015578	217245.7812	ViaBTC
854146	0000000000000000000042d918ae88a4e594f756ee7724ab3d11662e12aff4c2	2024-07-27 07:29:12	2024-07-27 06:14:47	1938983	684859	3993560	670302208	27f40000	100111111101000000000000000000	fe6601e409fc76e44fda2c688690df4620c43495bf09f4416de3c99ba1d3d85a	1817597446	386100794	82047728459933	000000000000000000000000000000000000000085ab047e4dd42ecfc776cac0	0382080d0e627463636f6d04013200f55cda59fabe6d6d175bc4e2e51fc293f90b1f4ca4002977723b2c766a75a562dbc4b12015b004171000000000000000000034d9238f000000000000	1693	1620	11969	3872	82450768930	55972528	82763268930	56184672	5504163	3736.5562	2839.365	1.9273	1378.8633	0.9361	6959.880933986	312500000	212143.75	318004163	215880.3125	Unknown
854147	00000000000000000001f9b0e14e6a5511387b77b4880284cd779f1435fcb2f9	2024-07-27 07:40:30	2024-07-27 06:28:22	1839137	717968	3993041	655253504	270e6000	100111000011100110000000000000	6424d87b6f8991b3e0779fc6feffcb978b94eaa47942c44fedcd0b6936b30ed9	2904467583	386100794	82047728459933	000000000000000000000000000000000000000085ab4f1dd22953c1acfcea20	0383080d0474a4a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f52e0ba421b04000000000000	2245	2116	10225	6448	240839622712	163496384	241152122712	163708528	6173523	4190.958	3357.3706	2.2789	1546.5554	1.0502	6282.5225222329	312500000	212143.75	318673523	216334.7031	Foundry USA Pool
854148	00000000000000000001946a5ce512c38fc821086a92f3d4b98c0b197e836e42	2024-07-27 07:49:01	2024-07-27 06:48:11	1795392	732581	3993135	853213184	32db0000	110010110110110000000000000000	1cdf0c29595077d67b25f2f4e472e7e5f28265f5058886112205daaa383082f4	186716536	386100794	82047728459933	000000000000000000000000000000000000000085ab99bd567e78b392830980	0384080d0473a6a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f51a607220503000000000000	1949	1845	9650	5186	277193000931	188175248	277505500931	188387392	6434439	4368.0835	3584.5417	2.4337	1611.8806	1.0943	2645.1339241618	312500000	212143.75	318934439	216511.8281	Foundry USA Pool
854149	000000000000000000030285486205c0cb12602012f23f69f7677c6df41c9549	2024-07-27 07:54:09	2024-07-27 07:06:19	2054103	646489	3993570	572358656	221d8000	100010000111011000000000000000	8f91adf2b30b69753666857c0fb7b8ce71a81e9f93a3a4c35f4a6106047b5a9f	1310052136	386100794	82047728459933	000000000000000000000000000000000000000085abe45cdad39da5780928e0	0385080d1d506f7765726564206279204c75786f7220546563683e002202fe48bad7fabe6d6d10f7c038d4196986aca9e70845fa21ed82882a38ec462ab50ac82a6c211e31ed100000000000000000001f9400d2010000000000	1200	1152	12620	3067	131786018967	89464256	132098518967	89676400	5720467	3883.3962	2785.5474	1.8913	1433.0681	0.9728	3667.5683393212	312500000	212143.75	318220467	216027.1406	Unknown
854150	000000000000000000030213009b16cf3dd341f9121c6a8e476236cbcb0c5eaf	2024-07-27 07:55:09	2024-07-27 07:22:19	2128200	623267	3998001	536928256	2000e000	100000000000001110000000000000	9dff91138b7fc4ee4e57289fe2721dd7bc2efb9d7ae8a2436d5b0149656bb016	1952702562	386100794	82047728459933	000000000000000000000000000000000000000085ac2efc5f28c2975d8f4840	0386080d2cfabe6d6d7f89eef2b2db88c2b878288a7a2e51187c705757033c7fece1b866cdc972edc710000000f09f909f092f4632506f6f6c2f6c0000000000000000000000000000000000000000000000000000000000000000000000050074820000	654	643	13912	1446	38514096207	26145680	38826596207	26357824	4235236	2875.1323	1990.5614	1.3516	1059.8834	0.7196	213.74615442496	312500000	212143.75	316735236	215018.875	F2Pool
854151	00000000000000000001e5d0c149e06399b88fab1bd01256fdc310cb6d63639c	2024-07-27 07:56:38	2024-07-27 07:29:12	2222455	590255	3993220	704643072	2a000000	101010000000000000000000000000	d07faf373fc894d2502f83bb21b40bffaf756cdba385ce8eaf583ec168765e1f	3295127234	386100794	82047728459933	000000000000000000000000000000000000000085ac799be37de789431567a0	0387080d043da8a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f309a72321bca030000000000	2336	2313	8870	5897	25117922815	17051554	25430422815	17263696	4335681	2943.3203	1951.1506	1.3245	1086.1012	0.7372	937.07039000618	312500000	212143.75	316835681	215087.0781	Foundry USA Pool
854152	00000000000000000002c1a839959849fc662c05dd31743ed3a894f8f48d7d35	2024-07-27 08:16:11	2024-07-27 07:40:30	1913393	693233	3993092	607330304	24332000	100100001100110010000000000000	02da1223dd3f6404c028d05898d60f21e1ca71404c4b4623d677e8458e331859	2486974826	386100794	82047728459933	000000000000000000000000000000000000000085acc43b67d30c7b289b8700	0388080d182f5669614254432f4d696e656420627920746172617a342f2cfabe6d6de53c8681e9b8d97bdd90fbcaaafea830c0d42077907ed234c259dbf8a463bf621000000000000000107089e205c0168d58c0dabc27566d010000000000	1575	1442	11561	4902	1130968216327	767769088	1131280716327	767981248	19474150	13220.2217	10179.928	6.9108	4878.773	3.3122	307341.00150893	312500000	212143.75	331974150	225363.9688	ViaBTC
854153	0000000000000000000296346b80f8eadba52bceeb5d6da4c5ee14823f58a83b	2024-07-27 08:18:34	2024-07-27 07:49:01	1846279	715553	3992938	585482240	22e5c000	100010111001011100000000000000	3e71212adf1a0d130b4a93edafb508037324872f8340e2756b087f7966775891	2465969223	386100794	82047728459933	000000000000000000000000000000000000000085ad0edaec28316d0e21a660	0389080d0460ada4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f380026a500008e63862d0000	2270	2202	10210	6652	718687393970	487888128	718999893970	488100256	4966527	3371.5764	2690.5151	1.8268	1244.2179	0.8445	54070.283689153	312500000	212143.75	317466527	215515.3281	Foundry USA Pool
854154	0000000000000000000115cfac3e6799fdc254d09fa32b922de1dd937f67f6c8	2024-07-27 08:20:02	2024-07-27 07:54:09	2137380	618679	3993417	586842112	22fa8000	100010111110101000000000000000	8a1fd73c3b72085a77d53be3caa85dea9f6dec54622362753ea3d0e4d75179f8	420534386	386100794	82047728459933	000000000000000000000000000000000000000085ad597a707d565ef3a7c5c0	038a080d1d506f7765726564206279204c75786f7220546563683e000604078b0b14fabe6d6d7ac417cca4a73f2b6520a7345ffec487881354e70e5173480410008ec450ed6f10000000000000000000994500f6910c00000000	455	440	14011	989	204951613709	139133456	205264113709	139345600	4260835	2892.5105	1993.9319	1.3536	1067.448	0.7243	18791.411284619	312500000	212143.75	316760835	215036.2656	Unknown
854155	000000000000000000017d2a6821893be40d984be93e76ac6504765d41c0838d	2024-07-27 08:26:29	2024-07-27 07:55:09	1944204	682893	3992883	536928256	2000e000	100000000000001110000000000000	d3cd68a5baaf7f4998b00e7cc34ea2441d5035e9166af5063348e35b0b6c7199	1897456336	386100794	82047728459933	000000000000000000000000000000000000000085ada419f4d27b50d92de520	038b080d042fafa4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f4a072366f909000000000000	1748	1691	11957	4230	1026169981540	696625728	1026482481540	696837888	6155414	4178.6646	3166.5867	2.1499	1542.08	1.0468	34303.171866742	312500000	212143.75	318655414	216322.4219	Foundry USA Pool
854156	00000000000000000002dbaa730d679ba9ffb2c9e2552c4d511d02f36d46536f	2024-07-27 08:27:05	2024-07-27 07:56:38	2133597	620061	3993780	601153536	23d4e000	100011110101001110000000000000	996a81239c4fcdefd9e98d5d97c6f77b945eac3dddcf89cdb5753273f90f0997	1290462745	386100794	82047728459933	000000000000000000000000000000000000000085adeeb97927a042beb40480	038c080d194d696e656420627920416e74506f6f6c208c0025020a0ffc9ffabe6d6d1c2de26d3003dec6fc3e14ae5005c29966b6b3384b56697ab180778ea31ce5731000000000000000000096e758000000009d0b00	531	521	14103	1201	51050580339	34656196	51363080339	34868340	4124215	2799.7646	1933.4174	1.3122	1033.123	0.7013	10528.564189672	312500000	212143.75	316624215	214943.5156	AntPool
854157	000000000000000000032a9ddbd4df04015fe1ec0644355db08c7e50efedde6d	2024-07-27 08:28:35	2024-07-27 08:16:11	2121665	623982	3993611	698482688	29a20000	101001101000100000000000000000	c37a02b10940779594e4c54c99cf48c75dfb2e0e2e5968f3364ab462ff45a7f8	3472715967	386100794	82047728459933	000000000000000000000000000000000000000085ae3958fd7cc534a43a23e0	038d080d194d696e656420627920416e74506f6f6c208c0008050a99d0fffabe6d6de4935218b9deecf5fd6c6147fccfb2d81c95c2f1026223fcfb91de54d12eb791100000000000000000009374ba16000000000000	519	491	13856	1308	168385882448	114310440	168698382448	114522584	4613919	3132.2051	2175.156	1.4765	1155.8438	0.7848	992.30331035568	312500000	212143.75	317113919	215275.9531	AntPool
854158	0000000000000000000138af0ba3177b8a8764baa90e6321b192a4231be7fe4f	2024-07-27 08:33:42	2024-07-27 08:18:34	1988866	668117	3993217	792379392	2f3ac000	101111001110101100000000000000	538be764056c531daea552fc17105b6dee07834ec9e8904d98f69abe8438c0c2	2134816791	386100794	82047728459933	000000000000000000000000000000000000000085ae83f881d1ea2689c04340	038e080d0483b0a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f03a07c640000000000000000	1290	1249	11976	4118	682851423209	463560512	683163923209	463772672	5560969	3775.1194	2796.528	1.8988	1393.0405	0.9457	42116.143567928	312500000	212143.75	318060969	215918.875	Foundry USA Pool
854159	00000000000000000001b4d857c7e59661b348bc13e1ec5fa895073e3e75a191	2024-07-27 08:47:34	2024-07-27 08:20:02	1662288	777039	3993405	738197504	2c000000	101100000000000000000000000000	a867db0fe0e4bdf4bbccb5628fea9c7e7d85d5fca9049b4bd1d3382f4ff0059f	916801864	386100794	82047728459933	000000000000000000000000000000000000000085aece9806270f186f4662a0	038f080d082f5669614254432f2cfabe6d6dd2b5e49df8da1acf25b677bb4c5d5808ea3eb320b55ea985536a93a117a474ac100000000000000010cb89450617fba0e42a9d9083e3c5370000000000	1505	1336	10207	3951	2695098049451	1829594240	2695410549451	1829806464	8821661	5988.6729	5308.1587	3.6034	2209.8433	1.5003	177564.33940649	312500000	212143.75	321321661	218132.4219	ViaBTC
854160	00000000000000000000d5872c81ede05dbace839b4b22344ac0a114ae40c269	2024-07-27 08:49:50	2024-07-27 08:26:29	1861965	710562	3993651	536961024	20016000	100000000000010110000000000000	1e618b0c24df9012d1e3c2d6c89f2708c382aec6b1e3072ab180f3a957b81ba3	930000295	386100794	82047728459933	000000000000000000000000000000000000000085af19378a7c340a54cc8200	0390080d1062696e616e63652f1600c304123260d0fabe6d6d179896f8f1a4142a1db771c1fcec6b8520002bd92ce29fc44629331fec86737b10000000000000005bfd019fd910030000000000	2048	1988	9918	6650	216232353017	146791488	216544853017	147003632	5690672	3863.1697	3057.0374	2.0753	1425.5565	0.9681	5806.7434883936	312500000	212143.75	318190672	216006.9219	Binance
854161	00000000000000000000838fd0ed35021efc681cf5f9e074f363eec65e10b7f3	2024-07-27 08:58:50	2024-07-27 08:27:05	1210401	927561	3993084	599343104	23b94000	100011101110010100000000000000	53eac3f5f17d2af270d7ce831d0d0d791571b91672372c5a92ac3082561e9514	2741935366	386100794	82047728459933	000000000000000000000000000000000000000085af63d70ed158fc3a52a160	0391080d04d1b6a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f298de144b784c50000000000	1406	1312	7183	3422	367525002348	249498016	367837502348	249710160	23972808	16274.1807	19811.24	13.4489	6005.4653	4.0766	17801.484286908	312500000	212143.75	336472808	228417.9375	Foundry USA Pool
854162	000000000000000000016b2d8ae48c209d576d08bfed7680e02951268b4729b0	2024-07-27 09:01:19	2024-07-27 08:28:35	2039497	651210	3993127	697942016	2999c000	101001100110011100000000000000	87bfa65c2cc22582fb76eb2c798c55ca58167b8d0e0ccd8444204add82dc57fa	3793729280	386100794	82047728459933	000000000000000000000000000000000000000085afae7693267dee1fd8c0c0	0392080d082f5669614254432f2cfabe6d6dd25c6ec96e0a43f9c62fc63620371155e0596d55dc773500eefadf6183ce68a7100000000000000012f689d60c69ae23a59f199bef55783400000000000000	1058	1010	12935	2753	49401601895	33536772	49714101895	33748916	4990897	3388.1204	2447.5823	1.6618	1250.319	0.8486	10916.774933061	312500000	212143.75	317490897	215531.875	ViaBTC
854163	00000000000000000002a6f720a0abe972aa53238bfb1a28f3286cf17b8ae1de	2024-07-27 09:03:32	2024-07-27 08:33:42	2081139	638901	3997842	795082752	2f640000	101111011001000000000000000000	ff3daa086928a1c8c0f74ad51cee7c1d7bfa1f1f083b8f476846c2efb864f425	1122681980	386100794	82047728459933	000000000000000000000000000000000000000085aff916177ba2e0055ee020	0393080d2cfabe6d6db61e30c13c62b5eb962e1d5bfcba22816f097b58527ce3ffcf429d9a8105f67d10000000f09f909f092f4632506f6f6c2f730000000000000000000000000000000000000000000000000000000000000000000000050091b50464	828	808	13344	2205	61689136350	41878288	62001636350	42090432	4558218	3094.3918	2190.821	1.4874	1140.7563	0.7746	1503.475859643	312500000	212143.75	317058218	215238.1406	F2Pool
854164	0000000000000000000328424fa73d7c8e280c04d43ebea2d506fb41a44fac67	2024-07-27 09:08:35	2024-07-27 08:47:34	1979308	672822	3997774	827940864	31596000	110001010110010110000000000000	06c176cc89456cf9c4abcbdbf7bff2441eca9eab34ab1dc9824a3a28a5ed118d	3188130068	386100794	82047728459933	000000000000000000000000000000000000000085b043b59bd0c7d1eae4ff80	0394080d2cfabe6d6dc54c80c7cf00f49087d4281a6f5ccc512f7c2efeb452bc4e59ca95faff56a0e710000000f09f909f092f4632506f6f6c2f6600000000000000000000000000000000000000000000000000000000000000000000000500b6490000	1335	1294	12094	3108	137448532810	93308312	137761032810	93520456	5357701	3637.1289	2707.5957	1.8384	1340.8606	0.9104	3511.1095164699	312500000	212143.75	317857701	215780.875	F2Pool
854165	00000000000000000000e6cf93c544fdaaba856a4a5b800805b97b97f12cef99	2024-07-27 09:16:38	2024-07-27 08:49:50	1919526	691279	3993363	536870912	20000000	100000000000000000000000000000	d70356cd7f28502069ac97867c050e82f0ce59fb423d27fc1e5fe2431e6eef74	34960434	386100794	82047728459933	000000000000000000000000000000000000000085b08e552025ecc3d06b1ee0	0395080d182f5669614254432f4d696e656420627920616c626f6a692f2cfabe6d6db4a54c798614a4e0fbaeb02c386fe6286db724735797f3d2c3839558d5debbc51000000000000000102a8a46069b0ae41f2139698453f0180000000000	2086	2004	11251	5515	162860463411	110559456	163172963411	110771600	5371041	3646.1848	2798.6882	1.9001	1345.492	0.9131	99618.493078648	312500000	212143.75	317871041	215789.9375	ViaBTC
854166	000000000000000000017906a9e5cd19d454b670bef1d9a99bcf40d6c04cbc9f	2024-07-27 09:17:52	2024-07-27 08:58:50	2031600	653865	3993195	631595008	25a56000	100101101001010110000000000000	26e0df4422dd6040433f0ce907cba9badeb3d0e43e190a87f15136b39c656556	2941369356	386100794	82047728459933	000000000000000000000000000000000000000085b0d8f4a47b11b5b5f13e40	0396080d0440bba4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f2c00177a8400000000000000	4416	4391	6498	9905	15793601758	10721644	16106101758	10933788	4069008	2762.2869	2003.1941	1.3598	1019.3051	0.6918	43031.861936998	312500000	212143.75	316569008	214906.0312	Foundry USA Pool
854167	00000000000000000000834afb551b034b7172f2328b42a211c565cc468be800	2024-07-27 09:22:19	2024-07-27 09:01:19	1959485	677875	3993110	810483712	304f0000	110000010011110000000000000000	18fccd6c1f194afd9345d50ec1033c6fe0ac8a32f83dd281ad60c482ed6b8325	2098417204	386100794	82047728459933	000000000000000000000000000000000000000085b1239428d036a79b775da0	0397080d172f5669614254432f4d696e656420627920676d7433302f2cfabe6d6df2950e56236b0b3fd3540bc9430b4b4a2ae7095f5146d7411ff3718ae7a541e71000000000000000103e8a530467506e2f4d7689b7a200000000000000	1128	1091	11766	4037	54908454051	37275152	55220954051	37487296	4846987	3290.4255	2474.1038	1.6795	1214.2876	0.8241	7357.2494055643	312500000	212143.75	317346987	215434.1719	ViaBTC
854168	000000000000000000018661584f427f7d834021915804b2329cfc7675a50d89	2024-07-27 09:31:10	2024-07-27 09:03:32	1914339	692957	3993210	536928256	2000e000	100000000000001110000000000000	bf21f99c5317b39e8fdae7f6e4cbc1ec9112c9af9dc765c7fb144a0da07c6820	986855954	386100794	82047728459933	000000000000000000000000000000000000000085b16e33ad255b9980fd7d00	0398080d0464bea4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f3ac13221eaed100000000000	2264	2185	11448	5501	105401942689	71553160	105714442689	71765304	5605201	3805.1467	2928.5288	1.9884	1404.1233	0.9531	9424.1965341545	312500000	212143.75	318105201	215948.8906	Foundry USA Pool
854169	00000000000000000002e8c27feffa0fc1da067d97f1dde209181e4fddc8e681	2024-07-27 09:33:38	2024-07-27 09:08:35	2133342	619963	3993231	547323904	209f8000	100000100111111000000000000000	5ee6660be945f928abd8b8b2e81d1aa29eba4eea0db30d82526ffbdc5345d0f0	2587829093	386100794	82047728459933	000000000000000000000000000000000000000085b1b8d3317a808b66839c60	0399080d04f3bea4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f230562231a2c000000000000	843	813	13306	1781	61796381531	41951092	62108881531	42163236	4433099	3009.4536	2078.338	1.4107	1110.5016	0.7542	6647.0582065129	312500000	212143.75	316933099	215153.2031	Foundry USA Pool
854170	00000000000000000002424ccbfea076ecf04163cc5a7d221105f9c85b8999c0	2024-07-27 09:39:15	2024-07-27 09:16:38	2069404	641132	3992800	585646080	22e84000	100010111010000100000000000000	f279a5ff4c6caf27f8409199363fa8ca8b3772706717170099fd0a9faa6f2042	3632080912	386100794	82047728459933	000000000000000000000000000000000000000085b20372b5cfa57d4c09bbc0	039a080d04d4bfa4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f2db3d94d0000000000000000	829	786	11926	3250	124826577896	84739768	125139077896	84951912	4694075	3186.6199	2268.6948	1.5403	1176.0037	0.7983	63912.970979435	312500000	212143.75	317194075	215330.375	Foundry USA Pool
854171	0000000000000000000062f2757c1c43f0ce1cfa3dbb93bb2eae503311c60cfa	2024-07-27 09:43:21	2024-07-27 09:17:52	2051852	647114	3993194	704643072	2a000000	101010000000000000000000000000	b61bf3a8a0e65cd037741e357fc5aeb8a9ff6c6f05d32d9e46101f4696843a5b	3148605309	386100794	82047728459933	000000000000000000000000000000000000000085b24e123a24ca6f318fdb20	039b080d043ac1a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f3a9b1cfbfd39310000000000	1222	1156	12381	2990	103051951789	69957848	103364451789	70169992	5865838	3982.0828	2859.2754	1.9409	1469.4197	0.9972	4370.3023487408	312500000	212143.75	318365838	216125.8281	Foundry USA Pool
854172	0000000000000000000191a8a957005c33b6344d8133dbcd09adaf7d3cd6c24b	2024-07-27 10:16:44	2024-07-27 09:22:19	1620119	790950	3992969	707502080	2a2ba000	101010001010111010000000000000	295b417e1b32a92b432d139be244363cb7f816af95a03dce84a318f0f65383e6	3935201879	386100794	82047728459933	000000000000000000000000000000000000000085b298b1be79ef611715fa80	039c080d040dc9a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f30005414000001d2b7040000	3774	3482	7973	9743	621548418443	421944352	621860918443	422156512	11140000	7562.5005	6877.4814	4.6685	2790.779	1.8947	24944.400443174	312500000	212143.75	323640000	219706.25	Foundry USA Pool
854173	000000000000000000020f99d2a3e7a0ec4a5786af806fb0a9ad24d370274f9a	2024-07-27 10:29:52	2024-07-27 09:31:10	1622176	790457	3993547	628989952	257da000	100101011111011010000000000000	531cf1ebae7c9994cf91507ce82acd02005f57e6310ffc3a327d036e71147f95	1728347532	386100794	82047728459933	000000000000000000000000000000000000000085b2e35142cf1452fc9c19e0	039d080d244d696e656420627920416e74506f6f6c208c002c062053524d202b204245532035f9224efabe6d6d3a5692662b5af4d19f18aaf9c61905dfc4764108e03bf0cd695ceab98c8e7f79100000000000983b0000e912010000000000	4015	3857	7394	10916	301901056053	204948544	302213556053	205160688	7430788	5044.4648	4582.1206	3.1105	1861.5509	1.264	23542.206128569	312500000	212143.75	319930788	217188.2188	AntPool
854174	0000000000000000000282ba0ff5e34d65e8859de922cb02195467c3bd9e33f4	2024-07-27 10:41:10	2024-07-27 09:33:38	1598946	798291	3993819	973078528	3a000000	111010000000000000000000000000	dd357afddb39aa2f5680e8466598f520f567e79eceafc4b605ab36c244a10c79	3080396742	386100794	82047728459933	000000000000000000000000000000000000000085b32df0c7243944e2223940	039e080d3e4d696e656420627920416e74506f6f6c39373148000d0020426974636f696e206973207468652057617665206f662074686520467574757265203a03c0a3fabe6d6dbbb67d5d52dc657068f08f190000581be0ba6a0000000000	3994	3868	6995	10717	430082243772	291965632	430394743772	292177760	7079679	4806.1108	4429.0566	3.0067	1773.4707	1.2036	13631.440553931	312500000	212143.75	319579679	216949.8594	AntPool
854175	000000000000000000033741b8a782188d9b860684e8bf985965701c2df64b6c	2024-07-27 11:09:29	2024-07-27 09:39:15	1608217	795133	3993616	553066496	20f72000	100000111101110010000000000000	ee2d20e16d79bb24c6d85c89556459a66a0e7fc9b838f6e725b79786389f88e8	3325823684	386100794	82047728459933	000000000000000000000000000000000000000085b378904b795e36c7a858a0	039f080d1d506f7765726564206279204c75786f7220546563683e0044064423e437fabe6d6df0e95642abecbe7629fbb83ae75c2c83c164e0c9edeb6d5105a9c6687c547b661000000000000000000092ac00e0030000000000	3784	3556	7276	10751	869304745326	590136192	869617245326	590348352	10047632	6820.9355	6249.5454	4.2429	2517.063	1.7087	172289.52608006	312500000	212143.75	322547632	218964.6875	Unknown
854176	000000000000000000000dc2670a0a6849ec3b5e72ad167920ccfba3db31ab4f	2024-07-27 11:09:49	2024-07-27 09:43:21	1989386	667845	3992921	738197504	2c000000	101100000000000000000000000000	9930ecd5123d0e562caecc99851767ed4c2e3bd36ce4d612d0e26a472e0b9ffb	2257024231	386100794	82047728459933	000000000000000000000000000000000000000085b3c32fcfce8328ad2e7800	03a0080d047ed5a4662f466f756e6472792055534120506f6f6c202364726f70676f6c642f2abf4864f9c1030000000000	1549	1500	12187	3818	80676636688	54768140	80989136688	54980284	4201550	2852.2642	2112.3442	1.4338	1052.5797	0.7148	5302.2021592027	312500000	212143.75	316701550	214996.0156	Foundry USA Pool
